,train_size,train_set_type,accuracy,loss
158,100,diverse by cluster,0.4557,1.679241047668457
159,100,diverse by cluster,0.5567,1.408404486656189
160,80,diverse by cluster,0.5132,1.3627160209655762
161,80,diverse by cluster,0.4866,1.7633896196365357
162,80,diverse by cluster,0.5265,1.6855165668487548
163,80,diverse by cluster,0.4535,1.6645131031036378
164,80,diverse by cluster,0.5126,1.599276747894287
165,80,diverse by cluster,0.5871,1.7374269176483155
166,80,diverse by cluster,0.5148,1.6735584573745728
167,80,diverse by cluster,0.4312,1.5367242307662965
168,80,diverse by cluster,0.4926,2.251608975028992
169,80,diverse by cluster,0.4463,1.6234369388580323
170,60,diverse by cluster,0.5352,1.5201062900543212
171,60,diverse by cluster,0.5117,1.86373685131073
172,60,diverse by cluster,0.4122,2.076991851806641
173,60,diverse by cluster,0.3994,2.243238511276245
174,60,diverse by cluster,0.4743,1.6512329040527345
175,60,diverse by cluster,0.4423,1.7352538728713989
176,60,diverse by cluster,0.363,2.2046260467529297
177,60,diverse by cluster,0.5138,1.5457669073104858
178,60,diverse by cluster,0.4637,1.9182596103668212
179,60,diverse by cluster,0.4622,1.8618524534225465
180,40,diverse by cluster,0.3952,2.0282886596679686
181,40,diverse by cluster,0.4251,1.7443426948547363
182,40,diverse by cluster,0.3559,1.8741161384582519
183,40,diverse by cluster,0.419,1.834891180419922
184,40,diverse by cluster,0.4,1.9887037517547608
185,40,diverse by cluster,0.3251,2.2765802806854247
186,40,diverse by cluster,0.3921,1.8551377510070801
187,40,diverse by cluster,0.3762,1.8385883127212523
188,40,diverse by cluster,0.3531,2.137600165939331
189,40,diverse by cluster,0.4207,2.0136096809387207
190,20,diverse by cluster,0.3408,2.251241283035278
191,20,diverse by cluster,0.2584,2.1485539838790895
192,20,diverse by cluster,0.298,2.2097378383636475
193,20,diverse by cluster,0.3168,2.221599401473999
194,20,diverse by cluster,0.2694,2.1434711769104005
195,20,diverse by cluster,0.2851,2.0136516426086426
196,20,diverse by cluster,0.3549,1.905630200958252
197,20,diverse by cluster,0.3223,2.032725280380249
198,20,diverse by cluster,0.2982,2.1324424911499023
199,20,diverse by cluster,0.3628,1.9699855892181397
200,10,diverse by cluster,0.2111,3.821053154373169
201,10,diverse by cluster,0.2211,2.169443408584595
202,10,diverse by cluster,0.2886,2.532846012496948
203,10,diverse by cluster,0.2546,2.045326146697998
204,10,diverse by cluster,0.1796,3.0847825008392333
205,10,diverse by cluster,0.1378,4.4973521965026855
206,10,diverse by cluster,0.2973,2.06421191368103
207,10,diverse by cluster,0.2068,2.6570518886566163
208,10,diverse by cluster,0.2198,2.209192770385742
209,10,diverse by cluster,0.2172,2.1936286666870117
